"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Denmark","DNK","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","0.899999976158142","2.09999990463257","5.09999990463257","5.30000019073486","6.40000009536743","7.30000019073486","6.09999990463257","7","9.19999980926514","10","9.73999977111816","8.86999988555908","7.80000019073486","6.03000020980835","6.09000015258789","6.48999977111816","8.14999961853027","8.34000015258789","9.10000038146973","9.02999973297119","10.7200002670288","8.03999996185303","6.98999977111816","6.84000015258789","5.40000009536743","5.03999996185303","5.1399998664856","4.48000001907349","4.15999984741211","4.26999998092651","5.40000009536743","5.19999980926514","4.82999992370605","3.90000009536743","3.79999995231628","3.4300000667572","6.01000022888184","7.46000003814697","7.57000017166138","7.53000020980835","7","6.59000015258789","6.17000007629395","6.17999982833862","",
"Dominican Republic","DOM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5599994659424","20.2700004577637","19.8700008392334","15.9799995422363","15.0299997329712","16.6900005340576","15.960000038147","14.3999996185303","13.8199996948242","13.710000038147","15.5200004577637","15.9499998092651","16.5599994659424","18.0699996948242","6.48000001907349","5.55999994277954","5.07000017166138","4.67000007629395","5.34000015258789","5.01999998092651","5.96999979019165","6.51999998092651","7.07000017166138","6.40000009536743","5.92000007629395","5.78000020980835","",
"Algeria","DZA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6399993896484","21.2600002288818","22.5","24.3799991607666","26.2299995422363","27.7399997711182","31.8400001525879","","25.4300003051758","","","29.7700004577637","27.2999992370605","25.8999996185303","23.7199993133545","17.6499996185303","15.2700004577637","12.2700004577637","13.789999961853","11.3299999237061","10.1599998474121","9.96000003814697","9.96000003814697","10.9700002670288","9.81999969482422","10.6000003814697","","10.1999998092651","",
"East Asia & Pacific (excluding high income)","EAP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.76450512313326","2.53943277567518","2.50628592796643","2.78317074814376","2.9344784999597","3.01847287587121","3.13479885493354","3.302263975332","3.51984324188639","3.59272790493921","3.59216392568132","3.75285126623888","4.31934716938119","4.27286797200038","4.26321691165735","4.49024469927123","4.36609439908012","4.19292894820303","4.28411315650397","4.21787873805516","3.92175172692916","3.86669268103545","3.79600590740634","3.7448863518023","3.7498849315858","","","",
"Early-demographic dividend","EAR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.42457238888431","","","","","","5.29757307103981","","","","","6.21490014610563","","","","","5.67218838074389","","5.43383889682523","","","","","",
"East Asia & Pacific","EAS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.74374343437611","2.57385405168455","2.56396970251466","2.84460203534417","2.98332242751776","3.05705930603248","3.17626842044895","3.33494413169485","3.67136206017504","3.76235252130817","3.70990900973181","3.88139503141567","4.40353870025764","4.35467016553479","4.30081054996128","4.47573667288078","4.33100746050847","4.14959624928191","4.23666164670949","4.29517347851859","4.01346269535916","3.91466239903972","3.83733300831205","3.77333448477761","3.76457194063193","","","",
"Europe & Central Asia (excluding high income)","ECA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.38887358313953","5.58483939797235","5.39542796042309","6.14665837697103","6.63633947476222","7.12743253496688","8.24331430002793","9.24755414045488","10.9459392859361","8.98141440654537","8.78578305999762","8.47997597546066","8.26318895838174","8.14657352332737","7.61460705954089","7.38249024581222","6.8503810014203","6.89678547954995","9.27032646823832","8.43762292945192","7.83886426126795","7.18733831624405","7.21858767453249","7.40771961476836","7.55585102444396","7.64954790482156","",
"Europe & Central Asia","ECS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.97488307883202","7.68536808323882","8.24058655121053","8.96308912933364","8.89940851694693","9.16748541100057","9.45390972213323","9.60526773611936","10.1279149486077","9.05127196190389","8.56938112798892","8.6103174066243","8.61225497615236","8.63750413172368","8.30413305808582","7.76160060380951","6.95725231539516","6.89934820101905","9.01118869707317","9.0227692167406","8.80382438167842","9.02287434163517","9.26275491168873","8.99913006198035","8.58995488850038","8.15894873366213","",
"Ecuador","ECU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","4.40000009536743","5.30000019073486","","5.80000019073486","","","","","","","","","","7.23999977111816","6.98999977111816","7.71000003814697","5.88000011444092","8.1899995803833","8.5600004196167","7.94999980926514","6.67999982833862","6.69999980926514","10.3800001144409","9.17000007629395","11.4899997711182","13.960000038147","8.71000003814697","10.710000038147","9.06999969482422","11.4399995803833","8.55000019073486","7.73999977111816","7.69000005722046","6.07000017166138","7.30999994277954","6.46999979019165","4.09000015258789","3.46000003814697","3.23000001907349","3.07999992370605","3.48000001907349","3.61999988555908","4.59999990463257","3.83999991416931",
"Egypt, Arab Rep.","EGY","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","2.40000009536743","1.82000005245209","1.52999997138977","1.71000003814697","2.29999995231628","2.5699999332428","","3.13000011444092","3.64000010490417","4.55000019073486","5.17999982833862","4.96999979019165","5.21000003814697","6.46999979019165","5.8899998664856","","","","","7.05999994277954","8.43000030517578","9.38000011444092","8.92000007629395","10.9200000762939","10.9300003051758","11.039999961853","9","8.36999988555908","8.02999973297119","7.94999980926514","8.97999954223633","9.26000022888184","10.0100002288818","11.0100002288818","10.3199996948242","11.1999998092651","10.4899997711182","8.80000019073486","8.52000045776367","9.09000015258789","8.97999954223633","11.8500003814697","12.6000003814697","13.1499996185303","13.1000003814697","13.0500001907349","12.4099998474121","",
"Euro area","EMU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.18905898300018","8.21092818954532","8.87634253995148","10.4230491592387","11.6491937305937","11.3080140479922","11.6252024468065","11.5491267334265","11.130941600455","10.3919369947835","9.4101314669214","8.40746851754658","8.67185933778322","8.93776658502849","9.1859838431289","8.95691797968487","8.24854984702196","7.37619130602765","7.4235718892177","9.47194244205657","10.0321166795599","10.1039403743441","11.28257955202","11.9198222957924","11.5946002389705","10.827653895555","10.0128199438528","",
"Eritrea","ERI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","1.29999995231628","1.10000002384186","1.5","1.5","2.49000000953674","3.03999996185303","4.80000019073486","2.90000009536743","5.19999980926514","6.96999979019165","8.60999965667725","11.3999996185303","14.1700000762939","16","17.4899997711182","20.25","21.6399993896484","21.2600002288818","20.6100006103516","19.8500003814697","17.3299999237061","16.2700004577637","15.9300003051758","17.7000007629395","22.1599998474121","24.2099990844727","22.6700000762939","22.1399993896484","20.7000007629395","18.7000007629395","15.4799995422363","13.789999961853","10.3500003814697","11.1499996185303","11.2799997329712","11.0900001525879","9.14999961853027","8.44999980926514","8.22999954223633","11.25","17.8600006103516","19.8600006103516","21.3899993896484","24.7900009155273","26.0900001525879","24.4400005340576","22.0599994659424","19.6299991607666","17.2199993133545",
"Estonia","EST","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.560000002384186","0.639999985694885","1.47000002861023","3.6800000667572","6.53999996185303","7.55999994277954","9.65999984741211","9.92000007629395","9.77000045776367","9.82999992370605","12.2700004577637","14.789999961853","13.1599998474121","10.0299997329712","11.289999961853","10.25","8.02999973297119","5.90999984741211","4.59000015258789","5.44999980926514","13.5500001907349","16.7099990844727","12.3299999237061","10.0200004577637","8.63000011444092","7.34999990463257","6.19000005722046","6.76000022888184","",
"Ethiopia","ETH","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","1.20000004768372","","","","","","","","","","3.09999990463257","","","","","10.1499996185303","","","","","23.1299991607666","5.38000011444092","17.0200004577637","","","20.4899997711182","19.1200008392334","18.1499996185303","17.7600002288818","4.98000001907349","17.6399993896484","16.9899997711182","17.0599994659424","",
"European Union","EUU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.27226385670821","8.11588340838812","9.3049803239892","10.720146055425","11.1982763133226","10.6904771314423","10.6786514171418","10.3081643200867","9.8551497513891","9.61217573953793","9.27770384609335","8.64645178829637","8.98722544398803","8.9991688073333","9.13872168889797","8.90771189768516","8.15667682871766","7.12399849294762","6.95310470522616","8.86700122692822","9.50718712255044","9.59333684361648","10.4114357664441","10.8100480249639","10.2002883538995","9.37802890296965","8.52978749997312","",
"Fragile and conflict affected situations","FCS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","2.82999992370605","1.88999998569489","2.25999999046326","2.42000007629395","2.45000004768372","1.61000001430511","2.07999992370605","3.75","6.09000015258789","7.23000001907349","6.19999980926514","4.8600001335144","5.03999996185303","5.28000020980835","5.42999982833862","5.11999988555908","4.73000001907349","5.32000017166138","5.07000017166138","4.46999979019165","3.14000010490417","3.0699999332428","6.5","11.5900001525879","16.2000007629395","16.4300003051758","17","15.5699996948242","12.6300001144409","11.5100002288818","9.88000011444092","11.1300001144409","10.289999961853","10.4200000762939","10.4700002670288","10.3599996566772","8.38000011444092","7.71999979019165","6.84999990463257","6.36999988555908","8.25","8.39000034332275","7.78000020980835","7.69000005722046","8.1899995803833","8.65999984741211","9.38000011444092","8.81999969482422","",
"Fiji","FJI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","6.05999994277954","7.5","7.5","8.10000038146973","7.5","9.30000019073486","9.39999961853027","6.09999990463257","6.40000009536743","5.92999982833862","5.34999990463257","5.88000011444092","5.69999980926514","5.40000009536743","5.78000020980835","","","","","","","8.22000026702881","4.69999980926514","3.89000010490417","","8.56999969482422","8.9399995803833","8.72000026702881","8.90999984741211","4.40999984741211","9","","6.17000007629395","","4.32000017166138","",
"France","FRA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","2.42000007629395","2.67000007629395","2.76999998092651","2.69000005722046","2.85999989509583","4.07999992370605","4.46999979019165","5.01000022888184","5.26999998092651","6.03000020980835","6.42000007629395","7.53999996185303","8.19999980926514","7.92000007629395","9.52999973297119","10.2600002288818","10.2299995422363","10.7399997711182","10.1800003051758","9.61999988555908","9.34000015258789","9.13000011444092","10.1300001144409","11.1999998092651","12.460000038147","11.8400001525879","12.3699998855591","12.3599996566772","11.8800001144409","11.789999961853","10.0600004196167","8.81999969482422","8.94999980926514","8.14999961853027","8.52000045776367","8.5","8.44999980926514","7.65999984741211","7.05999994277954","8.73999977111816","8.86999988555908","8.8100004196167","9.39999961853027","9.92000007629395","10.3000001907349","10.3599996566772","10.0600004196167","",
"Faroe Islands","FRO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.17000007629395","4","","3.84999990463257","3.70000004768372","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.7800006866455","","","","","","","","","","","","16.9099998474121","","","","","20.3899993896484","","","","","","","",
"United Kingdom","GBR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","3.29999995231628","3.70000004768372","2.59999990463257","2.59999990463257","4","5.5","5.80000019073486","5.69999980926514","5.30000019073486","6.80000019073486","10.3999996185303","10.8999996185303","11.0900001525879","10.8999996185303","11.4899997711182","11.5100002288818","11.0200004577637","9.01000022888184","7.40999984741211","6.96999979019165","8.55000019073486","9.77999973297119","10.3500003814697","9.64999961853027","8.6899995803833","8.1899995803833","7.07000017166138","6.19999980926514","6.03999996185303","5.55999994277954","4.69999980926514","5.03999996185303","4.80999994277954","4.59000015258789","4.75","5.34999990463257","5.26000022888184","5.61999988555908","7.53999996185303","7.78999996185303","8.03999996185303","7.8899998664856","7.53000020980835","6.1100001335144","5.30000019073486","4.80999994277954","",
"Georgia","GEO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.40000009536743","5","14.5299997329712","13.8000001907349","10.8199996948242","11.1599998474121","12.5900001525879","11.5100002288818","12.6199998855591","13.8100004196167","13.5699996948242","13.2799997329712","16.4699993133545","16.8400001525879","16.2999992370605","15.0600004196167","15.039999961853","14.5600004196167","12.3500003814697","11.960000038147","11.7600002288818","",
"Ghana","GHA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","0.5","0.600000023841858","0.899999976158142","0.800000011920929","0.800000011920929","0.899999976158142","1","1","1","0.899999976158142","1.20000004768372","1","0.699999988079071","0.699999988079071","0.400000005960464","0.400000005960464","0.5","","","","","","","","","","","","8.19999980926514","","10.3599996566772","","","","","","4.6399998664856","","","","5.32000017166138","","","2.17000007629395","","6.80999994277954","","",
"Gibraltar","GIB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.44000005722046","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.55000019073486","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.42000007629395","","","","","",
"Guinea-Bissau","GNB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","2.40000009536743","3","2.29999995231628","2.09999990463257","2.29999995231628","2.20000004768372","2.40000009536743","3.42000007629395","4.94000005722046","7.80999994277954","8.10000038146973","7.80000019073486","7.3600001335144","7.3600001335144","7.65000009536743","7.46000003814697","7.01999998092651","7.65999984741211","7.84000015258789","8.60999965667725","8.85999965667725","9.0600004196167","9.65999984741211","9.57999992370605","10.8400001525879","11.8500003814697","11.25","10.460000038147","9.97000026702881","9.40999984741211","10.3100004196167","9.98999977111816","9.01000022888184","8.39999961853027","7.76000022888184","9.61999988555908","12.710000038147","17.8600006103516","24.4400005340576","27.4699993133545","26.4899997711182","24.8999996185303","23.5400009155273","",
"Grenada","GRD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9099998474121","","","26.9300003051758","","16.8899993896484","","15.2399997711182","","","","","","","","","","","","","","","24.2000007629395","24.5","22.8999996185303","","",
"Greenland","GRL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.59999990463257","10.6000003814697","","12.9200000762939","10.0799999237061","11.5600004196167","9.02999973297119","11.0200004577637","9.52999973297119","8.81999969482422","10.3000001907349","10.4399995803833","9.25","8.39999961853027","","","","7.80000019073486","9.39999961853027","9.80000019073486","10.1000003814697","10.3000001907349","9.10000038146973","","",
"Guatemala","GTM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","2.15000009536743","2.26999998092651","","","","","2.40000009536743","","1.94000005722046","","3.13000011444092","","","","","","","","2.5699999332428","1.41999995708466","1.29999995231628","3.13000011444092","2.80999994277954","2.97000002861023","","1.99000000953674","2.5","","","4","4.21999979019165","2.91000008583069","3.3199999332428","2.91000008583069","2.70000004768372","2.82999992370605","",
"Guam","GUM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","9.60000038146973","8.21000003814697","8.78999996185303","","","","9.89999961853027","8.69999980926514","9.60000038146973","9.25","","","6.28000020980835","","","2.80999994277954","2.82999992370605","3.51999998092651","3.83999991416931","5.53000020980835","7.59999990463257","7.90000009536743","8.27999973297119","9.67000007629395","7.73999977111816","13.9499998092651","15.3199996948242","13","11.3900003433228","","7.69999980926514","7","7.40000009536743","8.30000019073486","","9.30000019073486","8.19999980926514","13.3000001907349","","","","","","",
"Guyana","GUY","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.0900001525879","","","","","","","","","","","","","","","11.8100004196167","","","","","","","","","","","","","","","12.039999961853",
"High income","HIC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.85727136537306","6.67324458928403","7.34013094014089","7.89436392058281","7.99132559791565","7.77212683489596","7.77290124019811","7.41323390915937","7.30214378695957","7.15446531094838","6.82094209495689","6.90220611280806","7.4274034532837","7.44546624134134","7.19039705318106","6.84342831618748","6.27339997991282","5.7083747474509","5.92375246831674","8.0034464058212","8.3143293121799","7.94273958712637","8.0021233759802","7.91718867221179","7.32493429779557","6.70116636214467","6.18320234522165","",
"Hong Kong SAR, China","HKG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","9.17000007629395","5","4.30000019073486","1.5900000333786","2.08999991416931","2.40000009536743","1.52999997138977","1.85000002384186","2.10999989509583","1.91999995708466","3.1800000667572","2.8199999332428","1.73000001907349","1.36000001430511","1.07000005245209","1.25","1.79999995231628","1.96000003814697","1.96000003814697","1.89999997615814","3.22000002861023","2.82999992370605","2.22000002861023","4.57999992370605","6.25","4.92000007629395","5.09000015258789","7.28000020980835","7.8600001335144","6.73999977111816","5.57999992370605","4.76999998092651","4.01000022888184","3.55999994277954","5.26000022888184","4.30999994277954","3.42000007629395","3.28999996185303","3.40000009536743","3.29999995231628","3.3199999332428","3.39000010490417","",
"Honduras","HND","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","8.10000038146973","","","","","","","","7.30000019073486","","","","12.1199998855591","11.3999996185303","","","4.78000020980835","4.57999992370605","3.05999994277954","","","3.24000000953674","4.36999988555908","3.3199999332428","4.01999998092651","3.84999990463257","","4","4.01999998092651","5.30000019073486","5.98999977111816","4.90999984741211","3.5699999332428","3.21000003814697","3.16000008583069","3.28999996185303","4.11999988555908","4.46999979019165","3.75","4.09999990463257","5.48999977111816","4.59000015258789","4.67000007629395","",
"Heavily indebted poor countries (HIPC)","HPC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","5.30000019073486","6","6.19999980926514","6.40000009536743","6.5","6.5","6.40000009536743","6.90000009536743","7.19999980926514","8.19999980926514","11.1400003433228","15.3000001907349","14.8000001907349","14.5","14.5","9.68000030517578","9.71000003814697","11.3900003433228","13.5600004196167","16.0599994659424","15.8199996948242","14.710000038147","14.1199998855591","13.4700002670288","12.6000003814697","11.1300001144409","9.90999984741211","8.52999973297119","9.19999980926514","11.6199998855591","13.6800003051758","15.9300003051758","17.25","17.2900009155273","16.3400001525879","13.1000003814697","",
"Haiti","HTI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","12.1999998092651","","","","","","","11.25","","","","","","","","","","","","","25.4099998474121","","","","16.7999992370605","","","","","14.1000003814697","","","","","",
"Hungary","HUN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.70000004768372","8.5","9.9399995803833","12.1000003814697","10.8500003814697","10.1700000762939","10.0200004577637","8.98999977111816","8.93000030517578","6.92999982833862","6.55999994277954","5.67000007629395","5.6100001335144","5.78999996185303","5.82999992370605","7.19000005722046","7.48999977111816","7.40999984741211","7.82000017166138","10.0299997329712","11.1700000762939","11.0299997329712","11","10.1800003051758","7.73000001907349","6.80999994277954","5.1100001335144","",
"IBRD only","IBD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.01582011395424","","4.82135456439363","5.01172875215068","5.38224926101365","5.71311418453229","5.45305013058542","6.00513325611436","6.4266755944214","6.47401984689533","6.35651682575801","5.87783030001277","6.04711351694819","5.63050292062309","5.68903477747342","5.96662873338957","5.13981508176731","5.51362918607114","4.74817096611115","5.29695680120466","5.30787969406971","","","",
"IDA & IBRD total","IBT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.00008993089316","","","","","","5.43793036865355","","","","","5.80190147892974","","","","6.5423602078735","5.63405038316133","","5.51480505989967","5.09999948271747","","","","",
"IDA total","IDA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.34237726944671","5.27034835089894","6.29989772062867","9.6437608361418","9.56397056429073","10.8418345719493","","3.35843069201641","3.6564978156612","3.93379627515928","","",
"Indonesia","IDN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","1.91999995708466","1.28999996185303","2.48000001907349","","1.6599999666214","","2.84999990463257","","","2.09999990463257","2.58999991416931","2.54999995231628","2.74000000953674","","2.50999999046326","2.53999996185303","2.67000007629395","","","","4.36999988555908","4.67999982833862","5.46000003814697","6.30000019073486","6.07999992370605","5.88000011444092","6.34000015258789","6.17999982833862","6.71000003814697","7.71000003814697","7.55000019073486","8.0600004196167","7.21000003814697","6.1100001335144","5.6100001335144","5.15000009536743","4.46999979019165","4.34000015258789","4.05000019073486","4.51000022888184","4.11999988555908","3.49000000953674",
"IDA only","IDX","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","3.09999990463257","3.5","3.70000004768372","3.09999990463257","2.29999995231628","2.90000009536743","4.59999990463257","5.90000009536743","7.09999990463257","7.40000009536743","8","7.69999980926514","5.80000019073486","3.29999995231628","2","2.09999990463257","4.09999990463257","4.30000019073486","4.90000009536743","4.69999980926514","4.40000009536743","3.53999996185303","","","0.800000011920929","0.600000023841858","1.60000002384186","0.5","0.800000011920929","1","1.39999997615814","2.42000007629395","1.39999997615814","1.39999997615814","","","3.29999995231628","","2.59813046455383","1.98000001907349","","2.66732120513916","",
"India","IND","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.58999991416931","","","","","","2.73000001907349","","","","","4.40000009536743","","","","","3.53999996185303","","2.69000005722046","","","","","",
"Not classified","INX","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","10.1000003814697","12.1000003814697","14.7600002288818","16.4500007629395","17.9200000762939","18.0300006866455","18.0699996948242","17.4400005340576","16.1000003814697","14.0900001525879","15.7799997329712","15.0299997329712","15.5900001525879","14.5699996948242","11.9799995422363","11.7200002670288","10.1999998092651","7.69999980926514","6.05000019073486","4.32000017166138","3.6800000667572","4.21999979019165","4.48000001907349","4.48999977111816","4.34000015258789","4.40999984741211","4.67000007629395","6.40000009536743","12.0100002288818","13.8500003814697","14.6199998855591","14.6700000762939","13.039999961853","11.2600002288818","9.39999961853027","7.8899998664856","",
"Iran, Islamic Rep.","IRN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1999998092651","","","","","11.1000003814697","","","","","9.10000038146973","","","","","","","","","12.1000003814697","11.1999998092651","10.6000003814697","10.4799995422363","11.9700002670288","13.5200004577637","12.3000001907349","12.210000038147","10.4399995803833","10.5699996948242","11.0600004196167","12.4300003051758","",
"Iraq","IRQ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.1000003814697","26.7999992370605","17.9699993133545","17.5","","15.3361558914185","","","8","","","","","","",
